pmid,title,abstract,reviewer1_decision,reviewer2_decision,reviewer2_reason,adjudicator_decision,adjudicator_reason
40994220,RNA m5C Modifications in the Development and Prognosis of Muscle-Invasive Bladder Cancer.,"The m5C RNA modifications have been implicated in the pathogenesis of urothelial carcinoma and hold potential as prognostic biomarkers for muscle-invasive bladder cancer (MIBC) patients. In this study, we developed an MIBC-risk model by integrating m5C modification-related genes and differentially expressed genes using Nanopore sequencing and a machine learning approach. Compared to our previous research, we observed that m5C modifications are more functional, with the most enriched regions being the 3'UTR and exons. Our analysis revealed differential m5C methylation sites in several well-characterized cancer-related genes, including BMI1, PTEN, MALAT1, FADD, STAT5A, BIRC6, FOXO3, CCNG1, PAK2, UBE2L3, SMARCB1, and TUG1. Functional enrichment analysis demonstrated significant involvement of these genes in key oncogenic pathways, particularly DNA damage response, double-strand break repair, p53 signaling, MAPK cascade, NF-κB signaling, and cell proliferation/migration pathways. Unlike models based on single factors, the combination of m5C modification-related genes and differentially expressed genes resulted in a more effective classification model. This approach yielded an optimized 11-gene prognostic signature comprising GGA1, NUMBL, ECHDC2, NLRC5, EIF2D, GJA1, XPC, DAZAP2, C6orf120, WDR45, and CES1, which demonstrated superior predictive performance in TCGA MIBC patients. These findings establish m5C RNA modification patterns as promising molecular signatures for MIBC prognosis and potential therapeutic targets.© 2025 Wiley Periodicals LLC.",exclude,include,,include,11-gene m5C-related prognostic signature
41137061,Single-cell stemness analysis highlights Midkine-LRP1 pathway and identifies new bladder cancer subtypes.,"Bladder cancer (BC) is among the ten most common malignant tumors worldwide. Tumor stem cells contribute significantly to postoperative recurrence and disease progression. Understanding stem cell interactions with other tissue cells and developing a prognostic model may improve BC management. Through single-cell RNA sequencing, we identified tumor stem cells in BC tissue. We identified 91 genes specifically upregulated in the stem cell cluster versus other clusters. Of these, 67 whose high expression correlated with poorer patient survival were defined as high-risk stemness genes (HRSGs). Further analysis showed that the MDK-LRP1 axis is the primary communication pathway between stem cells and other cell types, involving 31 of these HRSGs. Based on these 31 HRSGs, patients were stratified into two stemness clusters (ST cluster A and B), with ST cluster B associated with poorer prognosis. We further selected prognosis-related genes from differentially expressed genes between the clusters to construct a risk model. Patients in ST cluster B exhibited higher risk scores, aligning with clinical outcomes. Among the HRSGs, ACTN1 emerged as a key gene, showing elevated expression in patients with poor survival and advanced disease stages. Immunohistochemistry confirmed significantly increased ACTN1 protein levels in BC tissues. Additionally, protein interface analysis indicated that the Cys104 residue of Midkine potentially interacts with both LRP1 and ACTN1 within a 5 Å distance, suggesting a critical interaction site. These findings provide novel insights into stem cell-mediated BC progression and offer potential prognostic and therapeutic targets.© 2025. The Author(s).",exclude,include,,include,Stemness subtypes and risk model
41144872,Intratumoral Expression of a Composite B Cell / CD8 T Cell Biomarker Stratifies Overall Survival by Circulating Tumor DNA Status and Benefit From Adjuvant Immunotherapy in High-Risk Muscle-Invasive Urothelial Carcinoma.,"Identifying biomarkers to determine patients who benefit from immune checkpoint inhibitor therapy is critical to avoid overtreatment. Thus, we determined whether tumor expression of a pan-B cell gene signature (BGS), and a CD8 T effector cell gene signature (CD8TGS), was associated with greater overall survival (OS) in patients with high-risk muscle-invasive urothelial carcinoma (MIUC) and circulating tumor DNA (ctDNA)(+) status on C1D1, who received adjuvant atezolizumab.We used transcriptomic profiles derived from bulk RNA sequencing of tumors, and plasma ctDNA, from patients in the IMvigor010 trial of adjuvant atezolizumab vs observation in resected high-risk MIUC. Tumor RNA sequencing expression defined patient groups with high (Hi) and low (Lo) BGS and CD8TGS (eg, B8T). We stratified patients by ctDNA status, then assessed OS based on receipt of atezolizumab. We interrogated tumor B8T in patients with MIUC who received neoadjuvant atezolizumab in the ABACUS trial.Patients who had high BGS and high CD8TGS (B8T Hi/Hi) tumors had high OS, and adjuvant atezolizumab did not provide additional benefit. Conversely, in patients with B8T Hi/Lo tumors, atezolizumab was associated with longer OS, regardless of ctDNA status. Neoadjuvant atezolizumab induced a high proportion of B8T Hi/Hi tumors at cystectomy.While tumor B8T Hi/Hi was prognostic regardless of ctDNA status, B8T Hi/Lo was predictive for atezolizumab benefit independent of ctDNA status. Thus, the B8T identified patients with ctDNA(-) status who benefited, and patients who were ctDNA(+) who did not benefit, from adjuvant atezolizumab.",exclude,include,,include,Composite B-cell/CD8 gene signatures
41507856,"MXRA8, a key palmitoylation-related gene, promotes bladder cancer progression via remodeling tumor microenvironment and predicts poor prognosis.","OBJECTIVE: The objective of this study was to comprehensively characterize the expression profiles and prognostic significance of palmitoylation-related genes (PRGs) in bladder cancer (BLCA). METHODS: Transcriptomic, clinical, and somatic mutation data of BLCA patients were obtained from The Cancer Genome Atlas (TCGA) and the GEO dataset (GSE13507), and batch effects were corrected using the ComBat method. Consensus clustering was performed to identify PRG-related molecular subtypes. Prognostic differentially expressed genes (DEGs) were further used for gene subtyping, and a PRG-based prognostic risk model was constructed by applying the least absolute shrinkage and selection operator (LASSO) and multivariate Cox regression. CIBERSORT assessed immune infiltration, while scRNA-seq data from Tumor Immune Single-cell Hub (TISCH) analyzed core gene expression in cell clusters. The biological function of the core gene was validated by Reverse Transcription Quantitative Polymerase Chain Reaction (RT-qPCR), Western blotting, wound-healing, colony-formation, and EdU assays. RESULTS: Two distinct PRG-related molecular subtypes and two gene subtypes were identified. The nine core genes (including MXRA8) showed robust predictive performance (AUC > 0.7 for 1-, 3-, and 5-year overall survival) and was incorporated into a nomogram along with clinical parameters. MXRA8 was highly expressed in BLCA tissues at both transcript and protein levels and predominantly expressed in fibroblast and myofibroblast clusters. Functionally, silencing MXRA8 significantly suppressed BLCA cell proliferation, migration, and invasion. CONCLUSIONS: The PRG-based risk score serves as a robust and clinically applicable tool for prognostic evaluation and predicting chemotherapy response. Furthermore, MXRA8 may serve as a potential molecular hub for developing precision medicine–oriented therapeutic strategies in BLCA.",exclude,include,,include,9-gene palmitoylation risk model
41582171,Exploration of neutrophil-associated genes in the prognosis of bladder urothelial carcinoma based on a machine learning and multi-omics data integration framework.,"BACKGROUND: Bladder urothelial carcinoma (BLCA) is a prevalent malignancy. The poor performance of existing therapeutic approaches in the advanced stages of BLCA underscores the critical need for more sensitive and precise biomarkers to improve patient survival and prognosis. METHODS: This study utilized single-cell RNA sequencing (scRNA-seq) data from BLCA and control groups, employing the high-dimensional Weighted Gene Co-expression Network Analysis (hdWGCNA) algorithm to identify neutrophil-associated genes. These genes were intersected with differentially expressed genes (DEGs) from RNA-seq data, followed by univariate Cox regression analysis. Subsequently, BLCA subtypes were identified using a framework combining autoencoder (DAE) and joint deep semi-nonnegative matrix factorization algorithms. Various machine learning ensemble algorithms were then used to screen prognostic genes and construct a BLCA risk model. RESULTS: We identified several reliable BLCA subtypes with significant differences in enriched pathways and immune landscapes. Based on the risk model, the high- and low-risk groups showed significant differences in the expression patterns and BLCA-related associations of prognostic genes, as well as in immune cell correlations and drug sensitivity. Furthermore, the prognostic genes in the constructed risk model also demonstrated significant value in pan-cancer analysis. CONCLUSION: This study reveals the critical role of neutrophils in the occurrence and progression of BLCA through multi-omics data and bioinformatics analyses, and constructs a risk model with potential clinical applications. Our research provides new insights for precise stratification and personalized treatment of BLCA, promising to improve the clinical prognosis. The source code for the proposed framework is available at https://gitee.com/guancheng-xiao/blca/tree/master/ .",exclude,include,,include,Neutrophil machine-learning risk model
41656395,The BCAA metabolism-related gene BCAT1 promotes the progression of bladder urothelial carcinoma through the PI3K/AKT/mTOR signalling pathway.,"The role and molecular mechanisms of branched-chain amino acid (BCAA) metabolism in bladder urothelial carcinoma (BLCA) have not been fully elucidated. In this study, genes associated with BCAA metabolism were identified and analysed. Based on the TCGA-BLCA dataset, BCAA metabolism-related clusters were established. The analysis revealed significant differences among clusters in terms of survival outcomes, biological functions, and immune infiltration. Hub genes were identified using Cox and LASSO regression analyses, leading to the construction of a four-gene prognostic model that included BCAT1. Patients were categorised into high- and low-risk groups, with the high-risk group showing a markedly higher risk of mortality. Key module genes were determined through weighted gene coexpression network analysis, and BCAT1 was ultimately identified as the core gene involved in BCAA metabolism. High BCAT1 expression was strongly associated with poor prognosis. Single-cell RNA sequencing data revealed that BCAT1 was highly expressed in malignant epithelial cells and correlated with the immune microenvironment. Experimental validation demonstrated that BCAA uptake and metabolism were enhanced in BLCA and that BCAT1 upregulation promoted tumour progression and epithelial-mesenchymal transition by activating the PI3K/AKT/mTOR pathway. Molecular docking and virtual screening further identified folic acid as a compound capable of binding to the BCAT1 protein and inhibiting the migration and invasion of BLCA cells. In conclusion, this study demonstrates that BCAT1 plays a pivotal role in BLCA progression by regulating the PI3K/AKT/mTOR pathway, suggesting its potential as a novel therapeutic target for BLCA.",exclude,include,,exclude,Single-gene BCAT1 mechanism
41668898,Revealing the function and mechanism of piRNA-related genes in bladder cancer through single-cell sequencing and methylation analyses and construction of prognostic features based on consensus clustering.,"This study aimed to explore the functions and potential mechanisms of PIWI-interacting RNA-related genes (piRPGs) in bladder cancer (BC) development and to identify potential prognostic genes.This study used differential analysis and machine learning techniques to identify the differentially expressed piRPGs in BC. Consensus clustering was performed on The Cancer Genome Atlas-Urothelial Bladder Carcinoma dataset, and univariate and multivariate analyses were conducted to construct a BC prognostic model consisting of 3 piRPGs. Kaplan-Meier survival curves were used for survival analysis. Quantitative polymerase chain reaction was performed to validate the expression levels of piRPGs in BC cells and tissues. The functional roles and potential mechanisms of piRPGs in BC were investigated via single-cell sequencing and differentially methylated position sequencing. The DSigDB and CellMiner databases were used to screen for small-molecule drugs associated with piRPGs.This study identified 6 piRPGs that were significantly associated with BC: MAPK13, INHBA, LAMB2, DDX3X, TARBP2, and CDK2. A prognostic model comprising MAPK13, INHBA, and LAMB2 was constructed using consensus clustering technology. Kaplan-Meier curves demonstrated significantly prolonged survival in cluster 2 compared with cluster 1 (p < 0.01), validating the effectiveness of the prognostic model. Single-cell sequencing confirmed that MAPK13 expression was significantly upregulated in bladder tissues (p < 0.001). Methylation site sequencing and methylation-specific polymerase chain reaction revealed significantly decreased methylation levels of INHBA and MAPK13 in BC tissues, which were inversely correlated with their expression levels.This study effectively developed a 3-gene prognostic signature comprising MAPK13, INHBA, and LAMB2 using consensus clustering and multifactorial logistic regression. In addition, the functional roles and intrinsic mechanisms of piRPGs in bladder carcinogenesis were comprehensively explored using single-cell sequencing, methylation sequencing, and functional enrichment analysis.Copyright © 2025 The Authors. Published by Wolters Kluwer Health, Inc.",exclude,include,,include,3 piRNA-related mRNA gene risk model
41685329,Transcriptome and single-cell RNA sequencing analysis with 101 machine learning combinations and experimental verification reveals the mechanism of action of mannose metabolism in bladder cancer.,"Bladder cancer (BLCA) is a prevalent genitourinary malignancy characterized by high recurrence and mortality rates. While mannose metabolism has demonstrated anti-tumor potential across various cancers, its role in BLCA remains underexplored. This study examines the influence of mannose metabolism on BLCA prognosis.BLCA-related datasets and genes associated with mannose metabolism (MMRGs) were obtained from public databases. Candidate genes were identified by overlapping differentially expressed genes with MMRGs. Prognostic genes were pinpointed using ten machine learning algorithms and regression analysis to develop a risk model, which was subsequently validated. A nomogram was constructed by integrating the risk score with clinical features, and its predictive accuracy was assessed. We performed functional enrichment, drug sensitivity, reverse transcription-quantitative polymerase chain reaction (RT-qPCR), Western blotting, immunohistochemistry, and immune infiltration analyses. Key cellular components were identified, and further analyses, including pathway enrichment, pseudo-temporal analysis, and cell communication, were performed.CALR, SLMAP, PFKFB4, and TMTC1 were identified as prognostic genes in BLCA. Notably, the expression of SLMAP and TMTC1 was significantly downregulated in BLCA, whereas PFKFB4 and CALR were upregulated. These findings were consistently validated by RT-qPCR, Western blotting, and immunohistochemical analyses (p < 0.05). The risk model stratified patients into a high-risk group (HRG) and a low-risk group (LRG), with HRG patients exhibiting significantly poorer survival outcomes. The risk score was identified as an independent prognostic factor, and the nomogram demonstrated high diagnostic accuracy. Notable differences between HRG and LRG patients were observed in the ""Ribosome"" pathway. Additionally, 86 chemotherapeutic drugs exhibited significant differential responses between HRG and LRG, with 23 immune cell types showing differential abundances, including activated dendritic cells (p < 0.05). Single-cell analysis revealed macrophages as key cells in BLCA, which were classified into five subtypes, with CALR, SLMAP, and PFKFB4 influencing their expression.Four mannose metabolism-related prognostic genes were identified in BLCA, and macrophages were confirmed as critical cells. These findings provide valuable insights for improving prognostic assessment in BLCA.Copyright © 2026 Li, Zhao, Wang and Shi.",exclude,include,,include,4-gene mannose-metabolism risk model
41689016,Exploring the underlying mechanisms of Hedyotis diffusa and Scutellaria Barbata herb pair on the prognosis and treatment efficacy of bladder cancer patients: an integrated approach of network pharmacology and bioinformatics analysis.,"BACKGROUND: The development and progression of bladder cancer are closely linked to its complex tumor microenvironment. Hedyotis diffusa and Scutellaria barbata (HD-SB) are commonly used as a prominent herbal pair for treating bladder cancer. However, the pharmacological targets and molecular mechanisms by which HD-SB impacts bladder cancer require further elucidation. Additionally, it remains uncertain whether this herbal pair affects the prognosis and treatment efficacy of bladder cancer. METHODS: We employed network pharmacology to predict the targets of HD-SB and bladder cancer, identifying overlaps with prognostic genes linked to the overall survival of bladder cancer patients in the TCGA dataset. Subsequently, we utilized least absolute shrinkage and selection operator (LASSO) and Cox regression analyses to pinpoint a prognostic signature and construct a prognostic model. We further explored the correlations between risk scores, immune cells, immune checkpoint genes, and treatment efficacy. Single-cell RNA-sequencing (scRNA-seq) was used to profile the expression of prognostic genes across various cell types, and immunohistochemistry validated the protein levels of these targets. Molecular docking studies were conducted to clarify the interactions between HD-SB components and the identified genes, and in vitro experiments demonstrated the effects of HD-SB on bladder cancer cells. RESULTS: Venn diagram analysis identified 497 common targets shared between HD-SB and bladder cancer. LASSO and Cox regression identified a 15-gene prognostic signature, including VEGFA, EGFR, MYC, PDGFRA, JUN, FN1, PTPN6, PTGER3, MAP2, CALM1, CTSV, CES1, ADRA1D, PYGL, and PLA2G1B. Kaplan-Meier analysis showed better overall survival in the low-risk group (median 19.8 months) versus the high-risk group (median 15.9 months). Linear regression analysis revealed a significant correlation between risk scores and specific immune cell types, as well as the dysregulated expression of immune checkpoint genes across different groups. The prognostic gene-based risk score was also found to correlate with the efficacy of both immunotherapy and chemotherapy. Six key targets—VEGFA, MYC, JUN, FN1, PTPN6, and CALM1—were validated through scRNA-seq and immunohistochemistry. Molecular docking analysis demonstrated that components of HD-SB bind with high affinity to these signature targets. In vitro experiments showed that HD-SB effectively inhibited bladder cancer cell viability, colony formation, and migration. CONCLUSION: This is the first study to explore the potential of HD-SB in enhancing the prognosis and treatment outcomes of bladder cancer through network pharmacology, bioinformatics, and experimental approaches. While the focus is primarily on tumor microenvironment-related factors, the findings provide valuable insights into the molecular mechanisms of HD-SB and identify potential novel targets for bladder cancer therapy.",exclude,include,,exclude,Herbal network-pharmacology study without prognostic model
41715136,"Single-cell transcriptomic analysis and machine learning identify ATAD3A as a key gene that stabilizes mitochondrial-endoplasmic reticulum membranes, promoting bladder cancer progression.","Mitochondria-associated endoplasmic reticulum membranes (MAM) play a critical regulatory role in cancer, yet their function in bladder cancer (BCa) remains unclear.This study conducted a comprehensive analysis of extensive RNA sequencing and single-cell transcriptomic data. A MAM risk feature model was constructed and evaluated using LASSO-Cox regression, Kaplan-Meier survival curves, and receiver operating characteristic (ROC) analysis. Cell communication networks were decoded using CellChat, and tumor-infiltrating immune cells were quantified through CIBERSORT. Machine learning, OncoPredict, Scissor algorithm, and spatial transcriptomics were employed to analyze chemical reactions. The tumor-promoting functions and molecular mechanisms of ATAD3A were validated through cell and animal models, as well as transmission electron microscopy and fluorescence confocal microscopy.This study systematically delineates the gene expression profile of MAM in BCa and constructs a robust MAM prognostic signature that effectively predicts poor patient outcomes. A high MAM score is significantly associated with an immunosuppressive microenvironment and chemotherapy resistance. Using machine learning, we developed a random forest model that successfully identified ATAD3A as a key gene predicting cisplatin resistance, which is significantly correlated with platinum resistance at both single-cell and spatial transcriptomic levels. Further validation shows that ATAD3A is highly expressed in BCa tissue, and its knockdown significantly suppresses tumor growth. Mechanistically, ATAD3A maintains MAM structural integrity, regulates mitochondrial calcium homeostasis and membrane potential, thereby promoting cellular homeostasis and enhancing chemotherapy resistance.This study connects MAM to BCa chemotherapy resistance through machine learning and multi-omics analysis, establishing ATAD3A as a prognostic biomarker and potential therapeutic target in BCa.© 2026. The Author(s).",exclude,include,,include,MAM prognostic signature
41727459,Prognostic significance of calcium signaling-related genes in bladder cancer and the role of ATP2B4 in regulating mitochondrial calcium ion levels via the VDAC1/MCU pathway.,"Calcium signaling, as a ubiquitous intracellular signal in eukaryotes, has been impacted in multiple biological processes encompassing tumorigenesis. Nevertheless, the integrated investigations on the function and prognostic value of genes correlated to calcium signaling in bladder cancer (BLCA) were still lacking.The transcriptome data and clinical data from BLCA patients were obtained from TCGA and GEO databases. Genes associated with calcium signaling that are differentially expressed in normal and malignant tissues were identified. Cox analysis and the least absolute shrinkage and selection operator (LASSO) analysis were employed to identify prognostic genes and develop a prognostic signature. The tuning parameter (λ) for LASSO regression was determined by cross-validation. The outcomes were then confirmed using an external independent dataset (GSE32894). The prognostic signature's reliability was assessed utilizing Kaplan-Meier, PCA, t-SNE, and ROC analyses. Furthermore, both univariate and multivariate Cox regression studies were undertaken to ensure if the prognostic signature functioned as an autonomous prognostic indication. Moreover, we examined the connection between the immune cell infiltration, the tumor mutation burden (TMB), and the prognostic signature. The Genomics of Drug Sensitivity in Cancer (GDSC) database and the IMvigor210 dataset were deployed to forecast the treatment reactions of the prognostic signature. Ultimately, the functionality of ATP2B4 was confirmed by in vitro and in vivo tests.Thirty-two differentially expressed calcium signaling-correlated genes were identified in the TCGA dataset. A prognostic signature containing six genes (ATP2B4, BDKRB2, EDNRA, PDGFRA, EGFR, and ADCY7) was ascertained to anticipate the overall survival of BLCA. Furthermore, a nomogram containing risk scores with age was developed to anticipate the BLCA patient's prognosis. In addition, patients among the high- and low-risk groups displayed significant variation in TMB, immune infiltration landscape, and response to chemotherapy and immunotherapy. ATP2B4 has been recognized as a pivotal oncogenic gene. The suppression of ATP2B4 results in elevated cytoplasmic calcium ion(Ca2+) concentrations, which in turn activate the VDAC1/MCU pathway. This activation facilitates the transfer of Ca2+ from the cytoplasm to the mitochondria, culminating in mitochondrial Ca2+ overload and ultimately inducing apoptosis in bladder urothelial carcinoma (BLCA) cells.Collectively, we have developed a unique genetic signature that is based on genes associated with calcium signaling. This signature possesses the capacity to precisely anticipate the survival prognosis and therapeutic response of BLCA patients and might have a crucial role in guiding clinical treatment. Furthermore, ATP2B4 has been identified as a crucial oncogenic gene. The downregulation of ATP2B4 leads to mitochondrial Ca2+ overload, ultimately resulting in apoptosis of BLCA cells.Copyright © 2026 Zhang, Gong, Chen, Li, Wang, Wang, Ding and Li.",exclude,include,,include,6-gene calcium-signaling signature
41794187,"Unraveling the connection between PFOA and bladder cancer: A study integrating network toxicology, molecular docking, and experimental validation.","PFOA, an environmental pollutant linked to bladder cancer, has unclear molecular mechanisms. Integrating transcriptomic data with network toxicology and machine learning, we identified 125 shared genes related to PFOA and bladder cancer. Machine learning refined a 16-gene prognostic signature. Molecular docking revealed NUDT1 as the top candidate with strong PFOA binding affinity. Functional experiments showed PFOA upregulates NUDT1, enhancing bladder cancer cell proliferation and migration. NUDT1 knockdown attenuated these malignant effects and partially reversed PFOA's impact. Thus, PFOA promotes bladder cancer progression via NUDT1 interaction, positioning NUDT1 as a potential biomarker and therapeutic target for PFOA-associated carcinogenesis.Copyright © 2024. Published by Elsevier Inc.",exclude,include,,include,16-gene PFOA-related prognostic signature
41809777,Development and validation of a gemcitabine sensitivity-related long noncoding RNA signature for predicting the prognosis and subtypes of bladder cancer.,"Bladder cancer (BLCA) is a common urogenital malignancy with significant heterogeneity, and gemcitabine serves as a key chemotherapeutic agent for BLCA. This study examined gemcitabine sensitivity-related long noncoding RNA (GSRlncRNA) in BLCA and constructed a prognostic signature.Gene expression and clinical data were obtained from The Cancer Genome Atlas (TCGA) and Gene Expression Omnibus (GEO) databases. The gemcitabine sensitivity of BLCA samples was quantitatively calculated. Using weighted gene coexpression network analysis (WGCNA), we analyzed the role of GSRlncRNA in BLCA. We developed a prognostic signature using machine learning algorithm integration, with the TCGA-BLCA cohort (n=405) serving as the training set and GSE31684 (n=93) serving as the validation cohort. Patients were stratified into low- and high-risk groups based on risk scores. Comparative analyses included prognosis, immune infiltration, mutational profiles, and pathway enrichment. Single-cell RNA sequencing (scRNA-seq) and in vitro experiments further validated the expression and functional roles of GSRlncRNA in BLCA.GSRlncRNAs were identified via WGCNA. The partial least squares regression for Cox (plsRcox) was selected as the optimal modeling approach. A prognostic signature comprising 37 GSRlncRNAs effectively stratified patients into distinct risk groups, which demonstrated significant differences in survival outcomes, pathway enrichment, immune infiltration, and mutational profiles. To enhance clinical utility, a nomogram and web-based calculator were developed. scRNA-seq clarified the critical roles of LINC00930 and EMX2OS in BLCA progression. Real-time quantitative polymerase chain reaction confirmed the differential expression of GSRlncRNA in BLCA compared to that in normal tissues. Functional assays demonstrated that LINC00930 and EMX2OS suppression impaired BLCA cell proliferation, migration, invasion, apoptosis, cell cycle, and gemcitabine sensitivity.We identified critical prognostic associations between GSRlncRNAs and BLCA. Based on these findings, we constructed a GSRlncRNA-based predictive signature, which demonstrated considerable potential for risk stratification and personalized treatment decisions. Functional experiments further validated the involvement of GSRlncRNAs in BLCA progression.© AME Publishing Company.",include,exclude,基于lncRNA签名，不符合纳入标准,exclude,lncRNA signature
42164400,Bioinformatics analysis and experimental approach identify BRD-family gene DSP as a diagnostic and prognostic indicator in bladder cancer.,"As a highly prevalent malignant tumor within the urinary system, bladder cancer (BLCA) is manifested as frequent recurrence and substantial prognostic heterogeneity. The development of BLCA is strongly linked to epigenetic dysregulation. Bromodomain-containing proteins (BRDs)-related genes (BRDRGs) serve as critical regulators across various cancers. However, the expression profiles, prognostic significance, and influence on the tumor immune microenvironment (TIME) of BRDRGs in BLCA remain underexplored. This study aimed to systematically explore the expression and prognostic significance of BRD-related genes in BLCA and to construct a BRD-based prognostic model.Utilizing transcriptomic data within The Cancer Genome Atlas (TCGA) and the Gene Expression Omnibus (GEO) for BLCA, BRDRGs were screened through GeneCards. Consensus clustering was leveraged to define BRD molecular subtypes. Differential expression analysis was implemented to ascertain BRD co-expressed genes, and we intersected them with differentially expressed genes (DEGs) between tumor and normal samples in TCGA-BLCA to obtain differentially expressed BRD genes (DE-BRDRGs). A prognostic risk model was developed utilizing univariate Cox and least absolute shrinkage and selection operator (LASSO) regression, followed by survival analysis, receiver operating characteristic (ROC) evaluation, and nomogram validation. Associations between the model and immune characteristics with immunotherapy response were estimated utilizing Cell-type Identification By Estimating Relative Subsets Of RNA Transcripts (CIBERSORT), Tumor Immune Dysfunction and Exclusion (TIDE), and pRRophetic analyses. Gene set enrichment analysis (GSEA) was implemented to ascertain functions of key genes. In vitro, the key gene DSP was knocked down utilizing small interfering RNA (siRNA). Reverse transcription quantitative polymerase chain reaction (RT-qPCR) and Western blot were implemented to verify the effectiveness of knockdown, while Cell Counting Kit-8 (CCK-8) was leveraged to evaluate the proliferation of BLCA cells.In total, 1,572 upregulated genes and 1,111 downregulated genes were ascertained from TCGA-BLCA, with 36 DE-BRDRGs ultimately ascertained through the intersection of BRD co-expressed genes. Seven genes (DSP, DSC2, HSPG2, GJA1, TXNRD1, PCDHGC3, and PEG10) were chosen to formulate the risk model. In TCGA-BLCA, the area under the curve (AUC) values within 1, 2, and 3 years were 0.620, 0.665, and 0.682. In GSE13507, the AUC values within 1, 2, and 3 years were 0.730, 0.655, and 0.664. Marked distinctions were observed between high- and low-risk cohorts regarding immune cell infiltration (e.g., Tregs and CD8+ T cells) and immunotherapy response. GSEA indicated that key genes contributed to the progression of BLCA through pathways like the cell cycle and PI3K-Akt signaling. In vitro experiments denoted that DSP knockdown considerably inhibited the proliferation of BLCA cells, and the knockdown was effective, suggesting its pro-tumorigenic role.This research ascertained seven key BRDRGs and comprehensively analyzed their functions in BLCA. In vitro experimental validation demonstrated that DSP exerts tumor-promoting effects and represents a potential therapeutic target. The established BRD-based prognostic model offers a novel strategy for risk stratification and personalized management of individuals with BLCA.© AME Publishing Company.",exclude,include,,include,7-gene BRD risk model
42220482,Identification of succinylation-related genes in bladder cancer: integration of single-cell and transcriptomic data.,"Bladder cancer (BLCA) exhibits a poor prognosis, highlighting the urgent need for reliable prognostic genes. Although succinylation is linked to tumor progression, its role in BLCA remains understudied. This study aimed to identify and validate prognostic succinylation-related genes (SRGs) in BLCA and elucidate their impact on the tumor microenvironment (TME).SRGs were initially identified through transcriptomic sequencing of 15 paired BLCA and adjacent normal tissues (Soochow-BLCA cohort) and further refined by integrating single-cell and bulk transcriptomic data from The Cancer Genome Atlas (TCGA) and Gene Expression Omnibus (GEO) datasets. A prognostic risk model was developed using LASSO and multivariable Cox regression, incorporating clinical factors for nomogram construction. Mechanistic insights were obtained through functional enrichment, immune profiling, somatic mutation, and drug sensitivity analyses. The Scissor algorithm mapped bulk transcriptome risk signatures to single-cell resolution, enabling identification of high-risk cell subpopulations. Pseudotime and cell-cell communication analyses characterized dynamic expression patterns of the core genes. Finally, the expression profiles and functional roles of the core genes were validated using RT-qPCR and CCK-8 proliferation assays in vitro.KCTD16, CD3D and GSDMB were identified as prognostic genes. The risk score derived from these genes, in combination with age and N stage, was incorporated into a risk model that exhibited robust predictive accuracy (AUC > 0.7). Expression of these genes differed significantly between non-muscle-invasive and muscle-invasive subtypes. The high-risk group displayed enhanced immune evasion (higher TIDE score, p < 0.001), while the TME appeared to be in an ""inflamed yet dysfunctional"" state. Single-cell analysis indicated epithelial cells as key subpopulations, with additional involvement of T cells and fibroblasts. Scissor+ cells were correlated with the high-risk phenotype and exhibited pseudotime-dependent expression patterns. RT-qPCR revealed significant upregulation of GSDMB and downregulation of KCTD16 and CD3D in BLCA (p < 0.05). Functionally, knockdown of GSDMB and KCTD16 significantly promoted T24 cell proliferation, supporting their tumor-suppressive roles.The succinylation-related prognostic model accurately predicts outcomes in BLCA, reveals links to immune escape and TME, and highlights the pivotal role of epithelial cells, offering potential targets for individualized therapy.Copyright © 2026 Yang, You, Mo, Pu, Shen and Miao.",exclude,include,,include,3-gene succinylation risk model
42251607,Integrative multi-omics identifies a glycosylation-based prognostic framework and nominates ALG3 for targeted therapy in bladder cancer.,"Bladder urothelial carcinoma (BLCA) exhibits heterogeneous outcomes, creating an urgent need for reliable prognostic biomarkers. Glycosylation modifications are crucial in cancer but understudied for BLCA stratification.Using clinical and transcriptomic data from The Cancer Genome Atlas (TCGA) and glycosylation-related genes from the Gene Set Enrichment Analysis (GSEA) database, we constructed a prognostic signature via LASSO regression. It was validated using receiver operating characteristic (ROC) curve and stratified survival analyses. The key gene, alpha-1,3-mannosyltransferase (ALG3), was experimentally validated.A novel 9-glycosylation-mRNA signature effectively stratified BLCA patients into distinct risk groups with significant overall survival differences. The model showed robust predictive accuracy (AUC) and remained independent of common clinicopathological factors. We identified ALG3 as central to the signature, confirming its elevated tumor expression and critical role in promoting cancer cell proliferation.We established a potent, glycosylation-based prognostic model for BLCA. Functional validation of ALG3 underscores glycosylation's biological importance in tumor progression and highlights its therapeutic potential.© 2026. The Author(s).",exclude,include,,include,9-gene glycosylation mRNA signature
