pmid,pmcid,title,year,extraction_status,confidence,source,n_genes,genes,context,has_fulltext,consensus_decision
36428492,PMC9687567,Oncogenic Roles of Polycomb Repressive Complex 2 in Bladder Cancer and Upper Tract Urothelial Carcinoma.,2022,extracted,high,abstract_window,11,EZH2|EED|SUZ12|CDC26|MAPK1IP1L|SFR1|CDK5RAP2|ANXA5|STX11|PSMD5|FGFRL1,"ne set enrichment analysis of the transcriptome. We discovered that the epigenetic regulation of polycomb repressive complex 2 (PRC2) is responsible for the recurrence and progression of lower-track urinary cancers. Additionally, a PRC2-related gene signature model was discovered to be effective in classifying bladder cancer patients with distinct susceptibility of subsequent recurrence and progression (log-rank p < 0.001 and = 0.001, respectively). We continued to discover that the same model c",Y,include
36468020,PMC9709473,Clinical value of M1 macrophage-related genes identification in bladder urothelial carcinoma and in vitro validation.,2022,extracted,high,abstract_window,4,FBXO6|OAS1|TMEM229B|CTLA4,"es mRNA level. Results: 111 macrophage M1-related genes were identified using WGCNA. RS model containing three prognostically significant M1 macrophage-associated genes (FBXO6, OAS1, and TMEM229B) was formed by multiple Cox analysis, and a polygenic risk model and a comprehensive prognostic line plot was developed. The calibration curve clarified RS was a good predictor of prognosis. Patients in the LRG were more suitable for programmed cell death protein 1 (PD1) and cytotoxic T lymphocyte assoc",Y,include
36505302,PMC9730090,The predictive value of pyroptosis for the prognosis and immune escape of bladder cancer.,2022,extracted,high,fulltext_manual,8,KRT1|DSG3|PCOLCE2|ALDH1L2|CTSE|SULT1E1|GSDMB|BCL2L14,The eight genes in the LASSO risk model are listed in the published full text.,Y,include
37138324,PMC10155334,The potential crosstalk between tumor and plasma cells and its association with clinical outcome and immunotherapy response in bladder cancer.,2023,extracted,high,abstract_window,4,LAMB3|CD44|ANGPTL4|SDC1,"ogeneity of PCs and their potential crosstalk patterns with BC tumor cells.Crosstalk patterns between PCs and tumor cells were revealed by performing integrated bulk and single-cell RNA sequencing (RNA-seq) and spatial transcriptome data analysis. A risk model was constructed based on ligand/receptor to quantify crosstalk patterns by stepwise regression Cox analysis.Based on cell infiltration scores inferred from bulk RNA-seq data (n = 728), we found that high infiltration of PCs was associated ",Y,include
37455996,PMC10338970,Prediction of immune and targeted drug efficacy in pain-related risk subtypes for bladder cancer patients.,2023,extracted,high,fulltext_window,8,NES|TP53|TTN|KMT2D|MUC16|KDM6A|PIK3CA|RB1,"t. (A) Volcano plot of the hallmark gene enrichment analysis in TCGA cohort. The X-axis is normalized enrichment score (NES), and the Y-axis is the -log of the P-value for significance in the enrichment result. (B) Volcano plot of the ImmPort immune signature gene enrichment analysis in TCGA cohort. (C) GSEA results of the top eight enriched hallmarks. (D) GSEA results of the top eight enriched ImmPort immune signatures.Fig. 3Fig. 4GSVA analysis of 50 hallmarks with different risk subtypes.Heatm",Y,include
37701108,PMC10493797,Novel potential urinary biomarkers for effective diagnosis and prognostic evaluation of high-grade bladder cancer.,2023,extracted,high,abstract_window,4,DKC1|SNRPG|EFTUD2|EBNA1BP2,"e.A total of 560 differentially expressed genes (DEGs) were identified when comparing the urine sediment samples from HGBC patients with the benign ones. Using these urinary DEGs and the clinical information of HGBC patients, we developed an optimal risk model consisting of eight genes to predict the patient outcome. By integrating the node degree values in the PPI network with the expression changes in both urine and tissue samples, eighteen hub genes were selected out. Among them, DKC1 and SNR",Y,include
37740761,PMC11797741,Identifying possible hub genes and biological mechanisms shared between bladder cancer and inflammatory bowel disease using machine learning and integrated bioinformatics.,2023,extracted,high,abstract_window,3,AURKB|CDK1|CCNA2,"pression network analysis (WGCNA) on these DEGs to determine the vital modules and genes significantly related to BC. Protein-protein interaction (PPI) networks was used to identify hub genes. Further, the hub genes were used to develop a prognostic signature by Cox analysis. The validity of the ten hub DEGs was tested using three classification algorithms. Finally, we analyzed the microRNAs (miRNA)-mRNA, transcription factors (TFs)-mRNA regulatory network.Positive regulation of organelle fissio",Y,include
37780567,PMC10536175,Development and validation of prognostic index based on purine metabolism genes in patients with bladder cancer.,2023,extracted,high,fulltext,4,TP53|ELF3|KMT2C|SPTAN1,"By performing correlation analyses between the expression levels of DEGs in the prognostic model and SNPs, we identified four SNP-driven DEGs, namely TP53, ELF3, KMT2C, and SPTAN1 (Figure 3A).",Y,include
38017469,PMC10683108,Identifying prognostic characteristics of m6A-related glycolysis gene and predicting the immune infiltration landscape in bladder cancer.,2023,extracted,high,fulltext_window,3,APOE|METTL3|LATS1,XuSChenMGuoPDaiZclusterProfiler 4.0: A universal enrichment tool for interpreting omics dataInnovation (Camb).2021231001413455777810.1016/j.xinn.2021.100141PMC845466317.LinJZhaoAFuDEvaluating the tumor immune profile based on a three-gene prognostic risk model in HER2 positive breast cancerSci Rep2022121931110.1038/s41598-022-13499-135665772PMC916679818.ZhangXZhangXLiGHaoYLiuLZhangLA novel necroptosis-associated lncRNA signature can impact the immune status and predict the outcome of breast canc,Y,include
38172584,PMC10764961,Identification and validation of prognostic signature genes of bladder cancer by integrating methylation and transcriptomic analysis.,2024,extracted,high,fulltext_window,3,ARL4D|CDH3|NFE2,"s. P-value was calculated to define the significance on the analysis.Correlation analysis of the signature genes with interleukins and immune cell infiltrationTo further evaluate the impact of hub genes, a correlation study between the expression of signature genes and IL-6 and IL-20 was carried out. The analysis showed that all genes were significantly positively associated with IL-6 except ARL4D (P-value > 0.05) and CDH3 (P-value > 0.05) and also significantly positively correlated with IL-20 ",Y,include
38183115,PMC10768331,Transcriptomic insights into UTUC: role of inflammatory fibrosis and potential for personalized treatment.,2024,extracted,high,abstract_window,5,SDC1|LUM|VEGFA|WNT7B|TIMP3,"e personalized treatment strategies for UTUC.In our research, we utilized differential gene expression analysis, interaction networks, and Cox regression to explore the enhanced metastatic propensity of UTUC. We formulated and validated a prognostic risk model using diverse techniques, including cell co-culture, reverse transcription quantitative polymerase chain reaction (rt-qPCR), western blotting, and transwell experiments. Our methodological approach also involved survival analysis, risk mod",Y,include
38217031,PMC10785515,Deciphering the significance of anoikis in bladder cancer and systematic analysis of S100A7 as a potential therapeutic target.,2024,extracted,high,abstract,3,TPM1|RAC3|S100A7,"Finally, we verified the function of S100A7 in two BLCA cell lines.We developed a prognostic risk model based on three anoikis-related genes including TPM1, RAC3 and S100A7.",Y,include
38282152,,Unveiling Anoikis-related genes: A breakthrough in the prognosis of bladder cancer.,2024,extracted,high,abstract_window,3,HK2|HSP90B1|BAD,"ithelial cells, T cells and fibroblasts for copy number variation analysis, pseudotime analysis and transcription factor analysis based on R package. We integrated machine-learning algorithms to develop the artificial intelligence-derived prognostic signature (AIDPS).The performance of AIDPS with clinical indicators was stable and robust in predicting BLCA and showed better performance in every validation dataset compared to other models. Mendelian randomization analysis was conducted. Single nu",N,include
38333832,PMC10850424,The prognostic significance and clinical relevance of stem cell characteristic in bladder cancer.,2024,extracted,high,fulltext_window,4,CD44|ALDH1A1|SOX2|SOX4,"ors (ICIs) [3]. The 5-year recurrence free survival rates of patients with low-risk, intermediate-risk and high-risk NMIBC are 43 %, 33 % and 21 %, respectively, and most of high-risk NMIBC patients progress to MIBC with worse prognosis [3]. Thus, a prognostic model of BLCA for clinical management is needed.Cancer stem cells (CSCs) have been indicated playing a crucial role in chemotherapy resistance and tumor relapse [4]. CSCs are a sort of malignant tumor cells which can self-renew, differenti",Y,include
38356551,PMC10864973,Disulfidptosis characterizes the tumor microenvironment and predicts immunotherapy sensitivity and prognosis in bladder cancer.,2024,extracted,high,abstract,4,COL5A1|DIRAS3|NKG7|POLR3G,"A prognostic signature was created, consisting of COL5A1, DIRAS3, NKG7, and POLR3G and validated as having a robust predictive capability.",Y,include
38387404,PMC10897900,A hypoxia biomarker does not predict benefit from giving chemotherapy with radiotherapy in the BC2001 randomised controlled trial.,2024,extracted,high,fulltext_window,5,STAT1|SUMO1|PAK2|HDAC1|IRF1,"oxic (c) and hypoxic (d) tumours and OS of BC2001 patients with normoxic (e) and (f) hypoxic tumours stratified by treatment.Generation of biomarker data and centralised pathologyHypoxia scores (HS) were calculated as the median expression of the 24 signature genes.11 As this is an ad-hoc exploratory analysis, hypoxia scores were analysed as both a categorical (stratified by the cohort median as in previous publications) and a continuous variable. Transcriptomic data were also used to generate r",Y,include
38493947,,Single-cell and multi-omics analyses highlight cancer-associated fibroblasts-induced immune evasion and epithelial mesenchymal transition for smoking bladder cancer.,2024,excluded,missing,none,0,,33-gene list not provided in accessible abstract/full text,N,include
38570787,PMC10993528,Deciphering the prognostic features of bladder cancer through gemcitabine resistance and immune-related gene analysis and identifying potential small molecular drug PIK-75.,2024,extracted,high,fulltext_window,3,H2AZ1|NRF1|RAC3," levels of H2AZ1 and NRF1 were positively associated with RAC3 (H2AZ1, R = 0.33, p = 1.6e−1, Additional file 1: Fig. S6C; NRF1, R = 0.32, p = 9.5e−11, Additional file 1: Fig. S6C). These results indicated that RAC3 was the hub gene in our predictive signature, and its transcription was most likely regulated by H2AZ1 and NRF1.Molecular docking analysisTo further explore the most effective small-molecular drug targeting on RAC3 protein, we performed a molecular docking analysis of the RAC3 protein",Y,include
39269596,,"Liquid-liquid phase separation-related genes associated with prognosis, tumor microenvironment characteristics, and tumor cell features in bladder cancer.",2025,extracted,high,abstract_window,3,KLK5|MOGAT2|S100A7,"This study aimed to explore the Liquid-liquid phase separation (LLPS)-related genes associated with the prognosis of bladder cancer (BCa) and assess the potential application of LLPS-related prognostic signature for predicting prognosis in BCa patients.Clinical information and transcriptome data of BCa patients were extracted from the Cancer Genome Atlas-BLCA (TCGA-BLCA) database and the GSE13507 database. Furthermore, 108 BCa patients who received treatment at our institution were subjected to ",N,include
39368544,,A modified model of PANoptosisto identify prognosis and immunotherapy response in bladder cancer.,2024,extracted,high,abstract,5,TMPRSS4|TPST1|FOXD1|ELOVL4|EMP1,"By employing the least absolute shrinkage analysis, we were able to construct a risk model and single-cell sequencing analysis of differential genes in bladder cancer.Five differentially expressed genes (TMPRSS4, TPST1, FOXD1, ELOVL4, EMP1) associated with widespread apoptosis were identified as features for predicting the prognosis of bladder cancer patients.",N,include
39380003,PMC11460118,Dynamic landscape of m6A modifications and related post-transcriptional events in muscle-invasive bladder cancer.,2024,extracted,high,fulltext_window,11,FKBP10|EMP1|ZNF524|YPEL5|BTN2A1|DDA1|EIF3C|RPL13AP5|INPP1|APOL6|TMEM109,"lity. The end point of study was overall survival, which was calculated from the date of diagnosis to death or the date of last follow-up whichever came first. LASSO regression, a prevalent machine learning method, was employed to identify potential signature variables in Cox regression analysis, focusing on m6A-related genes that is genes with altered m6A site. This analysis was validated using 10-fold cross-validation. The variables with non-zero coefficients, satisfying the assumption of prop",Y,include
39392600,,Identification of RNA-binding protein RBMS3 as a potential biomarker for immunotherapy in bladder cancer.,2024,excluded,missing,none,0,,RBP risk-model gene members not provided except RBMS3,N,include
39603145,,Transcriptome-Based Network Analysis Related to Histone Deacetylase Genes and Identified EMP1 as a Potential Biomarker for Prognosis in Bladder Cancer.,2025,excluded,missing,none,0,,HDAC-cluster model gene members not provided except EMP1,N,include
39695796,PMC11657289,Prognostic feature based on androgen-responsive genes in bladder cancer and screening for potential targeted drugs.,2024,extracted,high,abstract_window,6,CDK6|FADS1|PGM3|SCD|PTK2B|TPD52,"Bladder cancer (BLCA) is a tumor that affects men more than women. The biological function and prognostic value of androgen-responsive genes (ARGs) in BLCA are currently unknown. To address this, we established an androgen signature to determine the prognosis of BLCA.Sequencing data for BLCA from the TCGA and GEO datasets were used for research. The tumor microenvironment (TME) was measured using Cibersort and ssGSEA. Prognosis-related genes were identified and a risk score model was constructed",Y,include
39739621,PMC11831474,Tertiary Lymphoid Structures are Linked to Enhanced Antitumor Immunity and Better Prognosis in Muscle-Invasive Bladder Cancer.,2025,extracted,high,fulltext,7,CXCL13|CCL19|MS4A1|LTB|CD37|CORO1A|IKZF1,"In this study, we identified a novel TLS‐specific gene signature, RMYY‐TLS, which includes CXCL13, CCL19, MS4A1, LTB, CD37, CORO1A, and IKZF1.",Y,include
39769061,PMC11676541,Loss of Glutathione-S-Transferase Theta 2 (GSTT2) Modulates the Tumor Microenvironment and Response to BCG Immunotherapy in a Murine Orthotopic Model of Bladder Cancer.,2024,extracted,high,fulltext_window,4,RPPH1|TUBB3|HMGA2|AHNAK,"//gepia.cancer-pku.cn/index.html.22.Abdel-Hafiz H.A., Kailasam Mani S.K., Huang W., Gouin K.H., 3rd, Chang Y., Xiao T., Ma Q., Li Z., Knott S.R.V., Theodorescu D. Single-cell profiling of murine bladder cancer identifies sex-specific transcriptional signatures with prognostic relevance. iScience. 2023;26:107703. doi: 10.1016/j.isci.2023.107703.23.Lin Y.H., Chen C.W., Cheng H.C., Liu C.J., Chung S.T., Hsieh M.C., Tseng P.L., Tsai W.H., Wu T.S., Lai M.D., et al. Inhibition of lncRNA RPPH1 activity",Y,include
40018511,PMC11866393,Single-cell Analysis Highlights Anti-apoptotic Subpopulation Promoting Malignant Progression and Predicting Prognosis in Bladder Cancer.,2025,extracted,high,abstract_window,4,CEBPB|EGR1|ELF3|EZH2,"s explored the functional heterogeneity between malignant epithelial cell subpopulations. Cellchat was used to infer intercellular communication patterns. Co-expression analysis identified co-expression modules of the anti-apoptotic subpopulation. A prognostic model was constructed using hub genes and Cox regression, and nomogram analysis was performed. The tumor immune dysfunction and exclusion (TIDE) algorithm was applied to predict immunotherapy response.Organoids recapitulated the cellular a",Y,include
40097551,PMC11914693,Comprehensive analysis of RNA methylation-related genes to identify molecular cluster for predicting prognosis and immune profiles in bladder cancer.,2025,extracted,high,fulltext_window,3,EGFR|S100A9|FN1,"1007/s12011-022-03510-136471209Zhang, L. et al. Fibronectin 1 as a key gene in the genesis and progression of cadmium-related bladder cancer. Biol. Trace Elem. Res.201, 4349–4359 (2023).36471209 10.1007/s12011-022-03510-127.KimWTS100A9 and EGFR gene signatures predict disease progression in muscle invasive bladder cancer patients after chemotherapyAnn. Oncol.20142597497910.1093/annonc/mdu03724631944Kim, W. T. et al. S100A9 and EGFR gene signatures predict disease progression in muscle invasive b",Y,include
40405063,PMC12096726,Novel Gene expression-based Risk Stratification tool predicts recurrence in Non-muscle invasive Bladder cancer.,2025,extracted,high,fulltext_window,12,H3C8|H3C13|H3C10|H3C3|H3C4|H2BC6|H2AC4|H2BC3|H2AB1|H2AC16|H2AC11|H2BC11,"0 resampling iterations of training and test sets (Supplementary Fig. 2). Model calibration parameters and performance matrices are given in supplementary Table 1.Pathway analysis of differentially expressed genesTo identify functional aspect of the signature, pathway analysis was performed. Significant upregulated KEGG pathways in patients with recurrence include “Systemic Lupus Erythematosus”, “Alcoholism”, “Neutrophil Extracellular Trap Formation”, “Transcriptional Misregulation in Cancer”, “",Y,include
40589607,PMC12206902,Machine Learning and Experimental Validation Reveal MYH11 as a Novel Prognostic Biomarker and Therapeutic Target in Bladder Cancer.,2025,extracted,high,fulltext_window,8,CASQ2|DTNA|FLNC|KCNMA1|MYH11|PLN|PRKG1|SGCD,"cal processes (BP), and molecular function (MF) involved in candidate genes. (I) KEGG enrichment analysis showing the signaling pathways involved in candidate genes. (J) PPI network of candidate genes and 15 hub genes.Construction of Prognostic Gene Signatures by Machine Learning AlgorithmsNext, we developed prognostic genes from 15 hub genes through an integrated approach of univariate Cox regression analysis and machine learning algorithms. The univariate analysis identified 8 genes noticeably",Y,include
40626022,PMC12229847,Epigenetic dysregulation-induced metabolic reprogramming fuels tumor progression in bladder cancer.,2025,extracted,high,fulltext_window,4,ALDH1B1|ALDH1L2|CHSY1|CSGALNACT2,"doplasmic reticulum and mitochondrial ‘cellular compartments’ (Supplementary Figures S1A–C). Overall, these findings highlight that diverse metabolic processes are rewired during the course of tumor progression in bladder cancer.3.2 A metabolic gene signature determines aggressive disease state and poor survival in bladder cancerTo pinpoint critical metabolic hub genes, we initially built an interaction network using the STRING database and observed that 92 out of the 105 candidate genes formed ",Y,include
40631135,PMC12236773,Intrinsic higher potency of basal urothelial cells to intermediate and umbrella cells as the cell of origin for bladder cancer.,2025,excluded,missing,none,0,,derived mouse-cluster signature not provided as an extractable gene list,Y,include
40703521,PMC12283629,Identification of lactylation-associated immune and metabolic regulators in bladder cancer via integrated bulk and single-cell transcriptomics.,2025,extracted,high,fulltext_window,3,FASN|RUNX2|FAS,"er cancer (BLCA) progression, yet their underlying mechanisms and regulatory genes remain poorly understood.MethodsUsing transcriptomic data from The Cancer Genome Atlas (TCGA), we identified lactylation-associated genes and constructed a prognostic signature. Comprehensive bioinformatics analyses were conducted to assess immune infiltration, tumor microenvironment characteristics, and the lactylation landscape at the single-cell level. Furthermore, we performed in vitro experiments to evaluate ",Y,include
40867253,PMC12384837,Gene Expression in Muscle-Invasive and Non-Muscle-Invasive Bladder Cancer Cells Exposed to Hypoxia.,2025,extracted,high,fulltext,3,SYDE1|SLC2A3|DPYSL2,"There were five genes in both signatures (SYDE1, SLC2A3, DPYSL2, FUT11, P4HA2).",Y,include
40916434,,Mevalonate Metabolic Reprogramming Drives Cisplatin Resistance in Bladder Cancer: Mechanisms and Therapeutic Targeting.,2025,excluded,missing,none,0,,no explicit gene-list risk model in accessible text,N,include
40918470,PMC12408864,Integrating Spatial Multi-Omics and Machine Learning to Unravel the Role of PANoptosis in Bladder Cancer Prognosis and Immunotherapy Response.,2025,extracted,high,fulltext,4,BAX|CASP1|CASP8|PYCARD,"In renal tumors, Xu and colleagues formulated a signature for broad-spectrum cell death founded on genes related to this process (BAX, CASP1, CASP8, PYCARD) and found that a high score for broad-spectrum cell death was linked to heightened infiltration of the immune system, increased effectiveness of immunotherapy, and the detection of a novel target for treatment, PYCARD [23].",Y,include
40994220,,RNA m5C Modifications in the Development and Prognosis of Muscle-Invasive Bladder Cancer.,2025,extracted,high,abstract,11,GGA1|NUMBL|ECHDC2|NLRC5|EIF2D|GJA1|XPC|DAZAP2|C6orf120|WDR45|CES1,"This approach yielded an optimized 11-gene prognostic signature comprising GGA1, NUMBL, ECHDC2, NLRC5, EIF2D, GJA1, XPC, DAZAP2, C6orf120, WDR45, and CES1, which demonstrated superior predictive performance in TCGA MIBC patients.",N,include
41137061,PMC12553166,Single-cell stemness analysis highlights Midkine-LRP1 pathway and identifies new bladder cancer subtypes.,2025,extracted,high,fulltext_supp_table,16,SH3PXD2B|SLC7A6|ANXA1|GSDMB|STXBP6|TRAV26-1|EGFL6|HMHB1|LINC01450|LINC02691|C7orf65|TRAV34|TRDV1|IGHD2-2|MST1R|LINC01625,Supplementary Table S12 lists the genes in the multivariable risk model; noncoding identifiers retained for transparency.,Y,include
41144872,,Intratumoral Expression of a Composite B Cell / CD8 T Cell Biomarker Stratifies Overall Survival by Circulating Tumor DNA Status and Benefit From Adjuvant Immunotherapy in High-Risk Muscle-Invasive Urothelial Carcinoma.,2026,excluded,missing,none,0,,evaluated existing B-cell/CD8 T-cell gene signatures; no new extractable list,N,include
41153362,PMC12563593,Integrative Analysis of Biomarkers for Cancer Stem Cells in Bladder Cancer and Their Therapeutic Potential.,2025,extracted,high,fulltext_window,13,ALDH1A1|CBX7|CSPG4|DCN|FASN|INHBB|MYC|NCAM1|TLR2|EGFR|MET|ITGA3|ITGB1," genes and Cancer-Associated Fibroblast (CAF) infiltration levels (see Table S5 for detailed results). The agreement between single-cell data and bulk tissue analysis strongly highlights the pivotal role of CAFs in the biology of our identified gene signature.Figure 8Tumor microenvironment cell states and hub genes’ expression (scRNA-seq). (A) The UMAP shows 8 cell populations along with feature plots for 8 hub genes, including ALDH1A1, CBX7, CSPG4, DCN, FASN, INHBB, MYC, and NCAM1. (B) The expr",Y,include
41388608,PMC13238752,Tumor-stromal crosstalk and macrophage enrichment are associated with chemotherapy response in bladder cancer.,2026,extracted,high,fulltext_window,3,CXCL1|CXCL5|CXCL8,"confirmed overexpression of immunomodulating markers including checkpoints PD‐L1 and PD‐L2 in Non‐Responder cancer cells upon Gem/Cis treatment. Using TCGA bladder cancer data, the transcriptomic gene set was further validated revealing a prognostic signature associated with patients' outcome. These findings uncover a novel mechanism of chemotherapy resistance in bladder cancer driven by tumor–stromal interactions and macrophage recruitment and suggest that targeting macrophage infiltration may ",Y,include
41507856,PMC12882559,"MXRA8, a key palmitoylation-related gene, promotes bladder cancer progression via remodeling tumor microenvironment and predicts poor prognosis.",2026,extracted,high,fulltext_window,9,SERINC5|CARD11|PPL|FAM3D|MXRA8|CSPG4|IGFBP3|TSPAN8|SERPINB7,"ulation of this pathway by regulating the membrane localization of glycosyltransferase, providing a potential mechanism for the difference in prognosis of PRG subtypes [34].Another important contribution was the construction and validation of a PRGs risk score model containing nine genes (SERINC5, CARD11, PPL, FAM3D, MXRA8, CSPG4, IGFBP3, TSPAN8 and SERPINB7). Current prognostic models of BLCA are mostly based on single molecular types (such as lncRNA, methylation sites) [35, 36]. However, this ",Y,include
41582171,PMC12914921,Exploration of neutrophil-associated genes in the prognosis of bladder urothelial carcinoma based on a machine learning and multi-omics data integration framework.,2026,extracted,high,fulltext,3,TOR1AIP2|TCIRG1|SLC2A3,"Ultimately, a risk model consisting of 6 genes (TOR1AIP2, TCIRG1, SLC2A3, SLC9A3R1, MAFG, and DEDD2) was established.",Y,include
41668898,PMC12885747,Revealing the function and mechanism of piRNA-related genes in bladder cancer through single-cell sequencing and methylation analyses and construction of prognostic features based on consensus clustering.,2026,extracted,high,abstract,3,MAPK13|INHBA|LAMB2,"A prognostic model comprising MAPK13, INHBA, and LAMB2 was constructed using consensus clustering technology.",Y,include
41685329,PMC12891155,Transcriptome and single-cell RNA sequencing analysis with 101 machine learning combinations and experimental verification reveals the mechanism of action of mannose metabolism in bladder cancer.,2026,extracted,high,fulltext_window,4,PFKFB4|CALR|SLMAP|TMTC1,"mune contexture. Our macrophage-centric communication patterns and stromal enrichments in the high-risk group mirror these findings, positioning mannose-linked genes within similar ecological niches (61, 62). Notably, PFKFB4—another core gene in our signature—further links to this TME ecosystem by mediating cancer metabolic rewiring and hypoxia resilience. Its regulation of glycolysis likely provides the metabolic foundation for the macrophage-biased TME observed in high-risk groups (63). Additi",Y,include
41715136,PMC13032607,"Single-cell transcriptomic analysis and machine learning identify ATAD3A as a key gene that stabilizes mitochondrial-endoplasmic reticulum membranes, promoting bladder cancer progression.",2026,extracted,high,fulltext,4,ACSL4|ATAD3A|FUNDC1|PSEN2,"This analysis identified four key genes (ACSL4, ATAD3A, FUNDC1, and PSEN2) for the MAM signature.",Y,include
41727459,PMC12920588,Prognostic significance of calcium signaling-related genes in bladder cancer and the role of ATP2B4 in regulating mitochondrial calcium ion levels via the VDAC1/MCU pathway.,2026,extracted,high,abstract,6,ATP2B4|BDKRB2|EDNRA|PDGFRA|EGFR|ADCY7,"A prognostic signature containing six genes (ATP2B4, BDKRB2, EDNRA, PDGFRA, EGFR, and ADCY7) was ascertained to anticipate the overall survival of BLCA.",Y,include
41794187,,"Unraveling the connection between PFOA and bladder cancer: A study integrating network toxicology, molecular docking, and experimental validation.",2026,excluded,missing,none,0,,16-gene list not provided in accessible abstract/full text,N,include
41836296,PMC12982390,FAM-related prognostic molecular subtype screening identified epithelial-derived MAOA-inhibiting bladder cancer.,2026,extracted,high,abstract,4,PATZ1|TTC6|AEBP1|MAOA,"The FAMR signature comprising PATZ1, TTC6, AEBP1, and MAOA was established.",Y,include
41862905,PMC13126897,A machine learning-based epigenetic signature reveals YTHDC1 stabilizes POU5F1 to oppose tumor progression.,2026,extracted,high,fulltext_window,6,YTHDC1|SIRT6|PCGF5|HDAC6|CREBZF|ATF7IP2,"n reported to have satisfactory efficacy [24]. Still, these studies lack functional validation of candidate genes or external validation across cohorts. In this study, by screening epigenetic-related genes in TCGA and enumerating the combinations, a signature was constructed and validated across four completely independent datasets. The signature outperformed previously reported models and other machine learning algorithms. It reflected clinical, genetic and transcriptomic heterogenety of bladde",Y,include
42164400,PMC13184187,Bioinformatics analysis and experimental approach identify BRD-family gene DSP as a diagnostic and prognostic indicator in bladder cancer.,2026,extracted,high,fulltext,7,DSP|DSC2|HSPG2|GJA1|TXNRD1|PCDHGC3|PEG10,"Seven key genes (DSP, DSC2, HSPG2, GJA1, TXNRD1, PCDHGC3, PEG10) were retained to establish the risk model within the TCGA-BLCA training cohort.",Y,include
42220482,PMC13218921,Identification of succinylation-related genes in bladder cancer: integration of single-cell and transcriptomic data.,2026,extracted,high,abstract_window,3,KCTD16|CD3D|GSDMB,"namic expression patterns of the core genes. Finally, the expression profiles and functional roles of the core genes were validated using RT-qPCR and CCK-8 proliferation assays in vitro.KCTD16, CD3D and GSDMB were identified as prognostic genes. The risk score derived from these genes, in combination with age and N stage, was incorporated into a risk model that exhibited robust predictive accuracy (AUC > 0.7). Expression of these genes differed significantly between non-muscle-invasive and muscl",Y,include
42251607,PMC13309580,Integrative multi-omics identifies a glycosylation-based prognostic framework and nominates ALG3 for targeted therapy in bladder cancer.,2026,extracted,high,fulltext_window,6,CD274|CTLA4|POLE2|MCM6|FAP|LOXL2,", the higher the risk score (Fig. 4A). These results suggest that the risk signature of glycosylation-related mRNAs is positively correlated with the clinicopathological characteristics of BCLA patients. Next, we explored the correlation between the risk score and the immune milieu and found that the risk score was correlated with fibroblasts (Fig. 4B). Further investigation revealed that the risk score was positively correlated with the expression of key genes involved in immune checkpoint inhi",Y,include
42279297,PMC13255594,Abnormal Sialylation Promotes Chemotherapy Resistance in Bladder Cancer via the PI3K-AKT-mTOR Signaling Pathway.,2026,extracted,high,fulltext_window,5,ST3GAL5|ST3GAL6|SIGLEC6|SIGLEC10|B3GALT2,"d into three subtypes: C1, C2, and C3. Survival differences among the subtypes were analyzed using the Kaplan–Meier method and log rank test, and the tumor microenvironment scores were merged with the subtype results by sample ID for comparison. For prognostic model construction, TCGA samples were randomly divided into training and validation sets at a 7:3 ratio using the caret package. In the training set, univariate Cox regression was first performed with a threshold of p < 0.05, followed by L",Y,include
42319469,,Single-cell transcriptomics identifies key immune-suppressive cells and their driver genes in the bladder cancer microenvironment with prognostic implications.,2026,extracted,high,abstract,6,TMEM74B|ABCC9|FCMR|ALG9|SUSD2|ETV7,"A prognostic model established using myCAF-related signature genes (TMEM74B, ABCC9, FCMR, ALG9, SUSD2, and ETV7) exhibited stable predictive performance in both training and validation cohorts, with SUSD2 identified as a risk-related gene.",N,include
42371282,,Targeting macrophage-associated core genes for prognostic prediction and therapeutic insights in bladder cancer.,2026,extracted,high,abstract,3,ANXA1|ST3GAL5|VIM,"Furthermore, key genes in the prognostic model were validated using PCR, Western blot, and immunohistochemistry.This study identified 11 core genes significantly associated with macrophages and developed a risk prediction model based on ANXA1, ST3GAL5, and VIM.",N,include
42436233,,Associations between the intratumoral microbiome and the host transcriptome in bladder cancer and their implications for prognostic prediction.,2026,extracted,high,abstract,4,SLC1A6|BCHE|TXNRD1|CFL2,"Through LASSO regression, we constructed and externally validated a Methylobacterium-associated four-gene prognostic signature (SLC1A6, BCHE, TXNRD1, CFL2).",N,include
42555166,,Integrated Immunological Analysis of Interactions Between CXCL13+ T Cells and LAMP3+ DC in the Immunotherapy Response of Bladder Cancer.,2026,extracted,high,abstract_window,10,CXCL13|LAMP3|CD4|TSHZ2|ALOX5AP|GADD45G|TXN|CHN1|CCL19|ICA1,"tients, 113,905 post-quality-control cells) and spatial transcriptomics to characterize CXCL13+ T cell/LAMP3+ DC subsets, their differentiation pathways (via Velocyto trajectory analysis), and intercellular crosstalk (via receptor-ligand mapping). A risk model (DTscore) was constructed using marker genes of these cells and validated in the IMvigor210 (atezolizumab-treated bladder cancer) and TCGA-BLCA cohorts. scRNA-seq clustering identified 10 immune and 3 nonimmune cell types, with T cells str",N,include
