pmid,doi,year,journal,title,abstract,pubtypes,authors,screening_reasons,screening_reasons
42164400,10.21037/tau-2025-1-888,2026,Translational andrology and urology,Bioinformatics analysis and experimental approach identify BRD-family gene DSP as a diagnostic and prognostic indicator in bladder cancer.,"As a highly prevalent malignant tumor within the urinary system, bladder cancer (BLCA) is manifested as frequent recurrence and substantial prognostic heterogeneity. The development of BLCA is strongly linked to epigenetic dysregulation. Bromodomain-containing proteins (BRDs)-related genes (BRDRGs) serve as critical regulators across various cancers. However, the expression profiles, prognostic significance, and influence on the tumor immune microenvironment (TIME) of BRDRGs in BLCA remain underexplored. This study aimed to systematically explore the expression and prognostic significance of BRD-related genes in BLCA and to construct a BRD-based prognostic model.Utilizing transcriptomic data within The Cancer Genome Atlas (TCGA) and the Gene Expression Omnibus (GEO) for BLCA, BRDRGs were screened through GeneCards. Consensus clustering was leveraged to define BRD molecular subtypes. Differential expression analysis was implemented to ascertain BRD co-expressed genes, and we intersected them with differentially expressed genes (DEGs) between tumor and normal samples in TCGA-BLCA to obtain differentially expressed BRD genes (DE-BRDRGs). A prognostic risk model was developed utilizing univariate Cox and least absolute shrinkage and selection operator (LASSO) regression, followed by survival analysis, receiver operating characteristic (ROC) evaluation, and nomogram validation. Associations between the model and immune characteristics with immunotherapy response were estimated utilizing Cell-type Identification By Estimating Relative Subsets Of RNA Transcripts (CIBERSORT), Tumor Immune Dysfunction and Exclusion (TIDE), and pRRophetic analyses. Gene set enrichment analysis (GSEA) was implemented to ascertain functions of key genes. In vitro, the key gene DSP was knocked down utilizing small interfering RNA (siRNA). Reverse transcription quantitative polymerase chain reaction (RT-qPCR) and Western blot were implemented to verify the effectiveness of knockdown, while Cell Counting Kit-8 (CCK-8) was leveraged to evaluate the proliferation of BLCA cells.In total, 1,572 upregulated genes and 1,111 downregulated genes were ascertained from TCGA-BLCA, with 36 DE-BRDRGs ultimately ascertained through the intersection of BRD co-expressed genes. Seven genes (DSP, DSC2, HSPG2, GJA1, TXNRD1, PCDHGC3, and PEG10) were chosen to formulate the risk model. In TCGA-BLCA, the area under the curve (AUC) values within 1, 2, and 3 years were 0.620, 0.665, and 0.682. In GSE13507, the AUC values within 1, 2, and 3 years were 0.730, 0.655, and 0.664. Marked distinctions were observed between high- and low-risk cohorts regarding immune cell infiltration (e.g., Tregs and CD8+ T cells) and immunotherapy response. GSEA indicated that key genes contributed to the progression of BLCA through pathways like the cell cycle and PI3K-Akt signaling. In vitro experiments denoted that DSP knockdown considerably inhibited the proliferation of BLCA cells, and the knockdown was effective, suggesting its pro-tumorigenic role.This research ascertained seven key BRDRGs and comprehensively analyzed their functions in BLCA. In vitro experimental validation demonstrated that DSP exerts tumor-promoting effects and represents a potential therapeutic target. The established BRD-based prognostic model offers a novel strategy for risk stratification and personalized management of individuals with BLCA.© AME Publishing Company.",Journal Article,Liu Z; Tan T; Li S; Wang Y,not_signature_like_title,not_signature_like_title
42002631,10.1007/s00345-026-06406-0,2026,World journal of urology,A molecular landscape tracking the progression of non-muscle invasive bladder cancer.,"We aim to report transcriptomic biomarkers derived from available open-access studies that can reliably monitor the progression of bladder tumors from non-invasive (non-muscle-invasive bladder cancer, NMIBC) to invasive stages (muscle-invasive bladder cancer, MIBC) of bladder cancer, as well as within the different stages of NMIBC. These biomarkers hold exciting potential for use in clinical settings, offering valuable insights for both diagnosis and prognosis.A comprehensive literature review on bladder cancer studies was conducted in primary bibliographic databases, selecting gene expression studies that illustrate bladder tumor progression, either alone or within gene-set datasets.A plethora of dysregulated gene expression signatures guide the evolution of bladder cancer through its progressive forms and predict the oncological outcomes for cancer patients. The oncotarget genes and abnormalities in the mitotic spindle play a significant role in promoting tumor development and progression. At the cellular level, substantial tumor morphological changes in the urothelium and extracellular matrix support this process.The molecular snapshot of biomarkers reflects the heterogeneity of bladder tumors during their progression. Despite this relevance, none of these biomarkers has yet been implemented in the clinical management of bladder cancer. However, this evidence supports their potential future clinical utility for stratifying bladder cancer patients and aiding the development of targeted drug therapies.The online version contains supplementary material available at 10.1007/s00345-026-06406-0.",Journal Article; Review,Cesta G; Zolfanelli C; Lauciello V; Lorusso V; Di Giacomo F; Mazzone P; D'Amore T; Di Paola G; Bravoco D; Falco G,publication_type; not_signature_like_title,publication_type; not_signature_like_title
42079608,10.3389/fimmu.2026.1763443,2026,Frontiers in immunology,Identification of a migrasome-related lncRNA signature and its prognostic and immunological role in bladder cancer.,"Bladder cancer (BLCA) is a highly heterogeneous malignancy with considerable variability in clinical outcomes. Reliable biomarkers for prognosis and treatment guidance remain urgently needed. Migrasomes, recently identified cellular organelles involved in intercellular communication, have been implicated in cancer progression, yet their associated long non-coding RNAs (lncRNAs) and prognostic relevance in BLCA remain unclear.We integrated transcriptomic and clinical data from The Cancer Genome Atlas (TCGA) to identify migrasome-related lncRNAs through co-expression analysis. A prognostic signature was constructed using univariate Cox, LASSO, and multivariate regression analyses. Patients were stratified into high- and low-risk groups across training, validation, and entire cohorts. Kaplan-Meier survival, ROC curves, PCA, and Cox analyses were used for validation. Functional annotation was conducted via GO, KEGG, and GSEA. Immune infiltration and tumor microenvironment features were evaluated using ESTIMATE and CIBERSORT, while tumor mutation burden (TMB), immune escape potential, and drug sensitivity were also analyzed. Single-cell RNA sequencing (scRNA-seq) analysis delineated cellular heterogeneity and intercellular communication patterns related to the risk signature in the BLCA microenvironment. Finally, experimental validation of SEC24B-AS1, a key lncRNA within the model, was performed through qRT-PCR, CCK-8, colony formation, and migration assays to confirm its biological relevance.A robust prognostic signature comprising migrasome-related lncRNAs was established, effectively distinguishing patients into high- and low-risk groups with significantly different survival outcomes. The signature remained an independent prognostic factor after multivariate adjustment. Functional enrichment analyses revealed marked biological distinctions between the two groups. Immune profiling showed higher immune and stromal scores in high-risk patients, together with distinct immune cell composition and function. High-risk tumors also exhibited elevated TMB and increased immune evasion potential. Drug sensitivity analysis identified compounds with differential responses between risk subgroups. Single-cell transcriptomic analysis indicated that the signature reflects cellular heterogeneity and intercellular communication patterns within the BLCA microenvironment. Experimental validation of SEC24B-AS1, a key lncRNA in the model, demonstrated its impact on tumor cell proliferation and migration, supporting the biological relevance of the prognostic signature in BLCA.This study presents a novel migrasome-related lncRNA signature that independently predicts survival in bladder cancer and reflects the tumor immune landscape.Copyright © 2026 Shen, Wang, Li, Guan, Zhang, Li, Zhang, Liu, Tian and Shang.",Journal Article,Shen J; Wang C; Li T; Guan H; Zhang M; Li R; Zhang Y; Liu L; Tian J; Shang Z,non_mrna_title,non_mrna_title
40973873,10.1093/jmcb/mjaf032,2026,Journal of molecular cell biology,The tumor-associated fibroblasts regulate urothelial carcinoma progression.,"Tumor-associated fibroblasts (CAFs) regulate tumorigenesis, tumor cell proliferation, and metastasis via secreting related regulatory factors; however, the role of CAFs in regulating the development of upper tract urothelial carcinoma (UTUC) remains unclear. Here, by utilizing single-cell RNA sequencing, single-nucleus RNA sequencing, SpaTial enhanced resolution omics-sequencing, and UTUC immunofluorescence chip cohort to construct the first comprehensive microenvironmental atlas of CAFs, we investigated the roles of CAFs in UTUC progression. Through hierarchical clustering and the copy number variation scores of UTUC epithelial cells, we classified tumor epithelial cells into high-malignant, medium-malignant, and low-malignant potential categories. We found pronounced interaction signals between different CAF subclusters and all three types of epithelial cells, among which high-malignant epithelial cells exhibited the most significant communication signals with the myofibroblastic CAFs1 (myCAFs1) and myCAFs2 subclusters, and FN1 and COL1A1 generated by CAFs played critical roles in this process, suggesting that the progression of UTUC may be attributed to the activation of tumor cells by CAFs. Additionally, both myCAFs1 and myCAFs2 simultaneously affect bladder urothelial carcinoma (BUC) prognosis, with the risk model showing good consistency across cohorts. Therefore, this study constructs a multi-omics landscape of UTUC and identifies common prognostic markers shared with BUC.© The Author(s) (2025). Published by Oxford University Press on behalf of Journal of Molecular Cell Biology, CEMCS, CAS.",Journal Article,Xiao Y; Yang J; Sun M; Li Y; Liu Q; Leng J; Yang M; Wang J; Li H; Yang C,not_signature_like_title,not_signature_like_title
41668898,10.1097/CU9.0000000000000306,2026,Current urology,Revealing the function and mechanism of piRNA-related genes in bladder cancer through single-cell sequencing and methylation analyses and construction of prognostic features based on consensus clustering.,"This study aimed to explore the functions and potential mechanisms of PIWI-interacting RNA-related genes (piRPGs) in bladder cancer (BC) development and to identify potential prognostic genes.This study used differential analysis and machine learning techniques to identify the differentially expressed piRPGs in BC. Consensus clustering was performed on The Cancer Genome Atlas-Urothelial Bladder Carcinoma dataset, and univariate and multivariate analyses were conducted to construct a BC prognostic model consisting of 3 piRPGs. Kaplan-Meier survival curves were used for survival analysis. Quantitative polymerase chain reaction was performed to validate the expression levels of piRPGs in BC cells and tissues. The functional roles and potential mechanisms of piRPGs in BC were investigated via single-cell sequencing and differentially methylated position sequencing. The DSigDB and CellMiner databases were used to screen for small-molecule drugs associated with piRPGs.This study identified 6 piRPGs that were significantly associated with BC: MAPK13, INHBA, LAMB2, DDX3X, TARBP2, and CDK2. A prognostic model comprising MAPK13, INHBA, and LAMB2 was constructed using consensus clustering technology. Kaplan-Meier curves demonstrated significantly prolonged survival in cluster 2 compared with cluster 1 (p < 0.01), validating the effectiveness of the prognostic model. Single-cell sequencing confirmed that MAPK13 expression was significantly upregulated in bladder tissues (p < 0.001). Methylation site sequencing and methylation-specific polymerase chain reaction revealed significantly decreased methylation levels of INHBA and MAPK13 in BC tissues, which were inversely correlated with their expression levels.This study effectively developed a 3-gene prognostic signature comprising MAPK13, INHBA, and LAMB2 using consensus clustering and multifactorial logistic regression. In addition, the functional roles and intrinsic mechanisms of piRPGs in bladder carcinogenesis were comprehensively explored using single-cell sequencing, methylation sequencing, and functional enrichment analysis.Copyright © 2025 The Authors. Published by Wolters Kluwer Health, Inc.",Journal Article,Sun X; Jia D; Song X; Jiang Y; Wu F; Ning H; Lyu J,not_signature_like_title,not_signature_like_title
41144872,10.1097/JU.0000000000004828,2026,The Journal of urology,Intratumoral Expression of a Composite B Cell / CD8 T Cell Biomarker Stratifies Overall Survival by Circulating Tumor DNA Status and Benefit From Adjuvant Immunotherapy in High-Risk Muscle-Invasive Urothelial Carcinoma.,"Identifying biomarkers to determine patients who benefit from immune checkpoint inhibitor therapy is critical to avoid overtreatment. Thus, we determined whether tumor expression of a pan-B cell gene signature (BGS), and a CD8 T effector cell gene signature (CD8TGS), was associated with greater overall survival (OS) in patients with high-risk muscle-invasive urothelial carcinoma (MIUC) and circulating tumor DNA (ctDNA)(+) status on C1D1, who received adjuvant atezolizumab.We used transcriptomic profiles derived from bulk RNA sequencing of tumors, and plasma ctDNA, from patients in the IMvigor010 trial of adjuvant atezolizumab vs observation in resected high-risk MIUC. Tumor RNA sequencing expression defined patient groups with high (Hi) and low (Lo) BGS and CD8TGS (eg, B8T). We stratified patients by ctDNA status, then assessed OS based on receipt of atezolizumab. We interrogated tumor B8T in patients with MIUC who received neoadjuvant atezolizumab in the ABACUS trial.Patients who had high BGS and high CD8TGS (B8T Hi/Hi) tumors had high OS, and adjuvant atezolizumab did not provide additional benefit. Conversely, in patients with B8T Hi/Lo tumors, atezolizumab was associated with longer OS, regardless of ctDNA status. Neoadjuvant atezolizumab induced a high proportion of B8T Hi/Hi tumors at cystectomy.While tumor B8T Hi/Hi was prognostic regardless of ctDNA status, B8T Hi/Lo was predictive for atezolizumab benefit independent of ctDNA status. Thus, the B8T identified patients with ctDNA(-) status who benefited, and patients who were ctDNA(+) who did not benefit, from adjuvant atezolizumab.",Journal Article,Elias R; Aragaki AK; Hoffman-Censits JH; Hahn NM; McConkey DJ; Johnson BA,not_signature_like_title,not_signature_like_title
41836296,10.3389/fcell.2026.1732999,2026,Frontiers in cell and developmental biology,FAM-related prognostic molecular subtype screening identified epithelial-derived MAOA-inhibiting bladder cancer.,"Fatty acid metabolism (FAM) is essential for cancer cell proliferation and progression, contributing to membrane synthesis, energy storage, and signaling molecule production. However, effective therapeutic strategies targeting FAM are yet to be established in clinical practice. This study aimed to develop a novel FAM-related prognostic signature for bladder cancer (BLCA) and investigate its biological and clinical significance.We analyzed 359 BLCA samples and constructed a four-gene FAM-RiskScore (FAMR) signature based on FAM-related genes. Unsupervised clustering was performed to classify BLCA into molecular subtypes. The FAMR model was validated using internal and external cohorts. Functional enrichment, immune infiltration, and single-cell RNA sequencing analyses were conducted to explore underlying biological mechanisms. In vitro experiments, including proliferation and migration assays, were performed in T24 and 5637 bladder cancer cells following MAOA knockdown.BLCA samples were classified into two subtypes (C1 and C2), with C1 showing better overall survival, enhanced steroid metabolism, downregulated chemokine signaling, and lower immune scores. The FAMR signature comprising PATZ1, TTC6, AEBP1, and MAOA was established. High FAMR scores-associated with low PATZ1, TTC6, MAOA, and high AEBP1 expression-predicted poor prognosis. FAMR positively correlated with pathways related to chemotaxis, inflammation, and cytoskeleton regulation, but negatively with fatty acid metabolism pathways. Higher FAMR scores were observed in females, patients aged >60, and advanced-stage tumors. Single-cell analysis revealed AEBP1 was mainly expressed in cancer-associated fibroblasts, while MAOA was enriched in cancer cells. Functional studies demonstrated that MAOA knockdown significantly enhanced proliferation and migration of bladder cancer cells in vitro.We developed and validated a novel FAM-related risk signature that effectively predicts prognosis in BLCA. Our findings highlight MAOA as a potential tumor suppressor in bladder cancer, warranting further investigation as a therapeutic target. This FAMR model may facilitate risk stratification and inform personalized treatment strategies for bladder cancer patients.Copyright © 2026 Yu, Lei, Yang, Cao, Zhang, Wang, Dong, Chen, Su, Huang, Xu, Zhuo and Lin.",Journal Article,Yu H; Lei Q; Yang W; Cao M; Zhang M; Wang T; Dong J; Chen X; Su X; Huang Y,not_signature_like_title,not_signature_like_title
41715136,10.1186/s12967-026-07857-0,2026,Journal of translational medicine,"Single-cell transcriptomic analysis and machine learning identify ATAD3A as a key gene that stabilizes mitochondrial-endoplasmic reticulum membranes, promoting bladder cancer progression.","Mitochondria-associated endoplasmic reticulum membranes (MAM) play a critical regulatory role in cancer, yet their function in bladder cancer (BCa) remains unclear.This study conducted a comprehensive analysis of extensive RNA sequencing and single-cell transcriptomic data. A MAM risk feature model was constructed and evaluated using LASSO-Cox regression, Kaplan-Meier survival curves, and receiver operating characteristic (ROC) analysis. Cell communication networks were decoded using CellChat, and tumor-infiltrating immune cells were quantified through CIBERSORT. Machine learning, OncoPredict, Scissor algorithm, and spatial transcriptomics were employed to analyze chemical reactions. The tumor-promoting functions and molecular mechanisms of ATAD3A were validated through cell and animal models, as well as transmission electron microscopy and fluorescence confocal microscopy.This study systematically delineates the gene expression profile of MAM in BCa and constructs a robust MAM prognostic signature that effectively predicts poor patient outcomes. A high MAM score is significantly associated with an immunosuppressive microenvironment and chemotherapy resistance. Using machine learning, we developed a random forest model that successfully identified ATAD3A as a key gene predicting cisplatin resistance, which is significantly correlated with platinum resistance at both single-cell and spatial transcriptomic levels. Further validation shows that ATAD3A is highly expressed in BCa tissue, and its knockdown significantly suppresses tumor growth. Mechanistically, ATAD3A maintains MAM structural integrity, regulates mitochondrial calcium homeostasis and membrane potential, thereby promoting cellular homeostasis and enhancing chemotherapy resistance.This study connects MAM to BCa chemotherapy resistance through machine learning and multi-omics analysis, establishing ATAD3A as a prognostic biomarker and potential therapeutic target in BCa.© 2026. The Author(s).",Journal Article,Zhang H; Han S; Su Z; Zheng Z; Ru D; Xu B; Jiang X; Zhao F,not_signature_like_title,not_signature_like_title
41656395,10.1007/s10142-025-01807-7,2026,Functional & integrative genomics,The BCAA metabolism-related gene BCAT1 promotes the progression of bladder urothelial carcinoma through the PI3K/AKT/mTOR signalling pathway.,"The role and molecular mechanisms of branched-chain amino acid (BCAA) metabolism in bladder urothelial carcinoma (BLCA) have not been fully elucidated. In this study, genes associated with BCAA metabolism were identified and analysed. Based on the TCGA-BLCA dataset, BCAA metabolism-related clusters were established. The analysis revealed significant differences among clusters in terms of survival outcomes, biological functions, and immune infiltration. Hub genes were identified using Cox and LASSO regression analyses, leading to the construction of a four-gene prognostic model that included BCAT1. Patients were categorised into high- and low-risk groups, with the high-risk group showing a markedly higher risk of mortality. Key module genes were determined through weighted gene coexpression network analysis, and BCAT1 was ultimately identified as the core gene involved in BCAA metabolism. High BCAT1 expression was strongly associated with poor prognosis. Single-cell RNA sequencing data revealed that BCAT1 was highly expressed in malignant epithelial cells and correlated with the immune microenvironment. Experimental validation demonstrated that BCAA uptake and metabolism were enhanced in BLCA and that BCAT1 upregulation promoted tumour progression and epithelial-mesenchymal transition by activating the PI3K/AKT/mTOR pathway. Molecular docking and virtual screening further identified folic acid as a compound capable of binding to the BCAT1 protein and inhibiting the migration and invasion of BLCA cells. In conclusion, this study demonstrates that BCAT1 plays a pivotal role in BLCA progression by regulating the PI3K/AKT/mTOR pathway, suggesting its potential as a novel therapeutic target for BLCA.",Journal Article,Xin S; Li G; Zhao L; Su J; Li R; Qin W; Zhang Z; Wang C; Zhu Y; Feng L,not_signature_like_title,not_signature_like_title
41727459,10.3389/fimmu.2026.1561666,2026,Frontiers in immunology,Prognostic significance of calcium signaling-related genes in bladder cancer and the role of ATP2B4 in regulating mitochondrial calcium ion levels via the VDAC1/MCU pathway.,"Calcium signaling, as a ubiquitous intracellular signal in eukaryotes, has been impacted in multiple biological processes encompassing tumorigenesis. Nevertheless, the integrated investigations on the function and prognostic value of genes correlated to calcium signaling in bladder cancer (BLCA) were still lacking.The transcriptome data and clinical data from BLCA patients were obtained from TCGA and GEO databases. Genes associated with calcium signaling that are differentially expressed in normal and malignant tissues were identified. Cox analysis and the least absolute shrinkage and selection operator (LASSO) analysis were employed to identify prognostic genes and develop a prognostic signature. The tuning parameter (λ) for LASSO regression was determined by cross-validation. The outcomes were then confirmed using an external independent dataset (GSE32894). The prognostic signature's reliability was assessed utilizing Kaplan-Meier, PCA, t-SNE, and ROC analyses. Furthermore, both univariate and multivariate Cox regression studies were undertaken to ensure if the prognostic signature functioned as an autonomous prognostic indication. Moreover, we examined the connection between the immune cell infiltration, the tumor mutation burden (TMB), and the prognostic signature. The Genomics of Drug Sensitivity in Cancer (GDSC) database and the IMvigor210 dataset were deployed to forecast the treatment reactions of the prognostic signature. Ultimately, the functionality of ATP2B4 was confirmed by in vitro and in vivo tests.Thirty-two differentially expressed calcium signaling-correlated genes were identified in the TCGA dataset. A prognostic signature containing six genes (ATP2B4, BDKRB2, EDNRA, PDGFRA, EGFR, and ADCY7) was ascertained to anticipate the overall survival of BLCA. Furthermore, a nomogram containing risk scores with age was developed to anticipate the BLCA patient's prognosis. In addition, patients among the high- and low-risk groups displayed significant variation in TMB, immune infiltration landscape, and response to chemotherapy and immunotherapy. ATP2B4 has been recognized as a pivotal oncogenic gene. The suppression of ATP2B4 results in elevated cytoplasmic calcium ion(Ca2+) concentrations, which in turn activate the VDAC1/MCU pathway. This activation facilitates the transfer of Ca2+ from the cytoplasm to the mitochondria, culminating in mitochondrial Ca2+ overload and ultimately inducing apoptosis in bladder urothelial carcinoma (BLCA) cells.Collectively, we have developed a unique genetic signature that is based on genes associated with calcium signaling. This signature possesses the capacity to precisely anticipate the survival prognosis and therapeutic response of BLCA patients and might have a crucial role in guiding clinical treatment. Furthermore, ATP2B4 has been identified as a crucial oncogenic gene. The downregulation of ATP2B4 leads to mitochondrial Ca2+ overload, ultimately resulting in apoptosis of BLCA cells.Copyright © 2026 Zhang, Gong, Chen, Li, Wang, Wang, Ding and Li.",Journal Article,Zhang L; Gong Y; Chen J; Li M; Wang X; Wang W; Ding Q; Li Y,not_signature_like_title,not_signature_like_title
